"RowTotal","Cohort","Stat","ExitFrom","ExitTo","ReturnTime","HHType","HHVet","HHChronic","HHDisability","HHFleeingDV","HoHRace","HoHEthnicity","HHAdultAge","HHParent","AC3Plus","SystemPath","ReportID"
1,-1,3,2,99,30,3,0,0,0,0,5,0,-1,0,0,1,12345
1,-1,3,3,3,-1,1,1,1,1,0,4,0,25,0,0,2,12345
1,-1,3,3,4,-1,1,1,0,0,0,3,1,55,0,0,2,12345
1,-1,3,3,4,-1,1,1,0,0,0,5,0,55,0,0,2,12345
1,-1,3,3,4,-1,1,1,0,1,0,3,0,25,0,0,2,12345
1,-1,3,3,6,-1,1,1,0,0,0,5,0,55,0,0,2,12345
1,-1,3,3,9,-1,1,0,0,1,0,3,0,18,0,0,2,12345
1,-1,3,3,11,-1,1,1,0,1,0,4,0,25,0,0,6,12345
1,-1,3,3,99,-1,1,1,0,0,0,23,0,25,0,0,2,12345
1,-1,3,3,99,-1,1,1,1,1,0,3,0,24,0,0,2,12345
1,-1,3,5,4,-1,1,1,0,0,0,99,0,55,0,0,4,12345
1,-1,3,5,5,-1,1,0,0,0,0,5,0,18,0,0,-1,12345
1,-1,3,7,4,-1,1,1,0,0,0,3,0,55,0,0,4,12345
1,-1,3,8,3,-1,2,0,2,0,0,99,0,25,1,1,8,12345
1,-1,4,2,1,-1,1,0,0,1,0,35,1,25,0,0,1,12345
1,-1,4,2,3,-1,1,0,0,1,0,13,0,25,0,0,1,12345
1,-1,4,2,3,-1,1,0,0,1,0,235,0,18,0,0,1,12345
1,-1,4,2,3,60,99,0,0,0,0,99,99,-1,0,0,1,12345
1,-1,4,2,4,-1,1,0,0,0,0,2,0,25,0,0,1,12345
2,-1,4,2,5,-1,3,0,0,0,0,3,0,-1,0,0,1,12345
1,-1,4,2,5,-1,99,0,0,0,0,99,99,-1,0,0,1,12345
1,-1,4,2,5,180,99,0,0,0,0,99,99,-1,0,0,1,12345
3,-1,4,2,5,365,3,0,0,0,0,3,0,-1,0,0,1,12345
1,-1,4,2,6,-1,99,0,0,0,0,99,99,-1,0,0,1,12345
1,-1,4,2,7,-1,3,0,0,0,0,3,0,-1,0,0,1,12345
3,-1,4,2,7,-1,3,0,0,0,0,5,0,-1,0,0,1,12345
1,-1,4,2,7,-1,3,0,0,0,0,345,1,-1,0,0,1,12345
3,-1,4,2,7,-1,99,0,0,0,0,99,99,-1,0,0,1,12345
1,-1,4,2,7,180,99,0,0,0,0,99,99,-1,0,0,1,12345
1,-1,4,2,9,-1,3,0,0,0,0,3,0,-1,0,0,1,12345
1,-1,4,2,9,-1,3,0,0,0,0,5,0,-1,0,0,1,12345
1,-1,4,2,11,-1,3,0,0,0,0,5,0,-1,0,0,1,12345
1,-1,4,2,11,-1,99,0,0,0,0,99,99,-1,0,0,1,12345
1,-1,4,2,13,-1,3,0,0,0,0,5,0,-1,0,0,1,12345
1,-1,4,2,13,30,99,0,0,0,0,99,99,-1,0,0,1,12345
1,-1,4,2,13,180,1,0,2,0,1,345,0,55,0,0,1,12345
1,-1,4,2,14,60,1,0,0,0,0,5,0,24,0,0,1,12345
2,-1,4,2,99,30,3,0,0,0,0,3,0,-1,0,0,1,12345
1,-1,4,3,3,-1,1,0,0,0,0,13,1,25,0,0,2,12345
1,-1,4,3,4,-1,1,1,0,0,0,99,0,25,0,0,2,12345
1,-1,4,3,4,-1,1,1,2,0,0,5,1,55,0,0,2,12345
1,-1,4,3,4,-1,1,1,3,1,0,3,0,55,0,0,2,12345
1,-1,4,3,5,-1,1,1,2,0,0,135,0,18,0,0,2,12345
1,-1,4,3,12,-1,1,1,0,0,0,3,0,55,0,0,2,12345
1,-1,4,3,13,-1,1,1,0,0,0,2,0,25,0,0,6,12345
1,-1,5,2,1,-1,1,0,0,0,0,2,0,25,0,0,1,12345
1,-1,5,2,3,-1,1,0,0,0,0,35,1,55,0,0,1,12345
1,-1,5,2,3,-1,1,0,1,1,0,35,0,55,0,0,1,12345
1,-1,5,2,5,-1,3,0,0,0,0,3,0,-1,0,0,1,12345
1,-1,5,2,5,-1,3,0,0,0,0,3,1,-1,0,0,1,12345
1,-1,5,2,5,-1,3,0,0,0,0,5,0,-1,0,0,1,12345
1,-1,5,2,5,60,3,0,0,0,0,3,0,-1,0,0,1,12345
1,-1,5,2,5,60,3,0,0,0,1,3,0,-1,0,0,1,12345
1,-1,5,2,6,-1,3,0,0,0,0,3,0,-1,0,0,1,12345
4,-1,5,2,7,-1,3,0,0,0,0,3,0,-1,0,0,1,12345
2,-1,5,2,7,-1,3,0,0,0,0,5,0,-1,0,0,1,12345
2,-1,5,2,7,-1,99,0,0,0,0,99,99,-1,0,0,1,12345
1,-1,5,2,7,30,3,0,0,0,0,3,0,-1,0,0,1,12345
1,-1,5,2,7,30,99,0,0,0,0,99,99,-1,0,0,1,12345
1,-1,5,2,8,-1,1,1,2,0,1,5,0,25,0,0,10,12345
1,-1,5,2,8,-1,3,0,0,0,0,3,0,-1,0,0,1,12345
1,-1,5,2,8,-1,99,0,0,0,0,99,99,-1,0,0,1,12345
1,-1,5,2,8,30,3,0,0,0,0,5,0,-1,0,0,1,12345
1,-1,5,2,8,30,99,0,0,0,0,99,99,-1,0,0,1,12345
1,-1,5,2,9,-1,3,0,0,0,0,3,0,-1,0,0,1,12345
1,-1,5,2,9,-1,3,0,0,0,0,35,0,-1,0,0,1,12345
1,-1,5,2,9,30,3,0,0,0,0,5,0,-1,0,0,1,12345
1,-1,5,2,9,90,3,0,0,0,0,3,0,-1,0,0,1,12345
1,-1,5,2,10,-1,99,0,0,1,1,99,99,-1,1,0,1,12345
1,-1,5,2,11,-1,3,0,0,0,0,3,0,-1,0,0,1,12345
1,-1,5,2,11,90,3,0,0,0,0,3,0,-1,0,0,1,12345
1,-1,5,2,13,-1,1,0,2,0,0,5,1,25,0,0,1,12345
1,-1,5,2,13,-1,3,0,0,0,0,3,0,-1,0,0,1,12345
1,-1,5,2,13,30,99,0,0,0,1,99,99,-1,0,0,1,12345
1,-1,5,2,13,60,3,0,0,0,0,3,0,-1,0,0,1,12345
1,-1,5,2,13,180,3,0,0,0,0,3,0,-1,0,0,1,12345
1,-1,5,2,99,-1,1,0,3,1,0,3,0,55,0,0,1,12345
1,-1,5,2,99,-1,3,0,0,0,0,1,1,-1,0,0,1,12345
2,-1,5,2,99,-1,99,0,0,0,0,99,99,-1,0,0,1,12345
1,-1,5,2,99,60,3,0,2,0,0,3,0,-1,0,0,1,12345
1,-1,5,2,99,547,3,0,0,0,0,3,0,-1,0,0,1,12345
1,-1,5,3,3,-1,1,0,0,1,0,35,0,55,0,0,3,12345
1,-1,5,3,3,-1,1,1,0,0,0,235,0,55,0,0,7,12345
1,-1,5,3,4,-1,1,1,0,0,0,13,0,25,0,0,2,12345
1,-1,5,3,4,-1,1,1,0,1,0,345,0,55,0,0,2,12345
1,-1,5,3,6,-1,1,0,0,0,0,3,0,18,0,0,3,12345
1,-1,5,3,8,-1,1,0,0,1,0,35,0,25,0,0,3,12345
1,-1,5,3,8,-1,1,1,0,1,0,98,0,55,0,0,2,12345
1,-1,5,3,8,-1,1,1,1,1,0,5,0,55,0,0,2,12345
1,-1,5,3,8,30,1,1,0,1,0,3,0,55,0,0,3,12345
1,-1,5,3,99,-1,1,1,0,0,1,35,0,25,0,0,2,12345
1,-1,5,5,3,-1,1,1,0,0,0,3,0,55,0,0,7,12345
1,-1,5,5,3,-1,1,1,0,1,0,5,0,55,0,0,-1,12345
1,-1,5,5,3,-1,2,0,0,0,0,3,0,25,1,0,5,12345
1,-1,5,5,3,-1,2,0,0,0,1,3,0,25,1,0,-1,12345
1,-1,5,5,3,-1,2,0,0,0,1,4,0,25,1,1,-1,12345
1,-1,5,5,3,-1,99,0,0,1,0,99,99,-1,1,0,5,12345
1,-1,5,5,4,-1,1,0,0,0,0,35,0,25,0,0,-1,12345
1,-1,5,5,4,-1,1,0,0,0,0,98,0,25,0,0,-1,12345
1,-1,5,5,4,-1,1,0,0,1,0,145,1,25,0,0,-1,12345
1,-1,5,5,4,-1,1,1,0,0,0,1,1,55,0,0,7,12345
1,-1,5,5,4,-1,1,1,0,0,0,5,0,25,0,0,7,12345
1,-1,5,5,4,-1,1,1,0,0,0,5,1,55,0,0,6,12345
1,-1,5,5,4,-1,1,1,0,0,0,15,0,25,0,0,6,12345
1,-1,5,5,4,-1,1,1,0,0,0,235,0,25,0,0,5,12345
1,-1,5,5,4,-1,1,1,0,0,1,1,0,25,0,0,6,12345
1,-1,5,5,4,-1,1,1,0,1,0,2,0,55,0,0,6,12345
1,-1,5,5,4,-1,1,1,0,1,0,3,0,25,0,0,6,12345
1,-1,5,5,4,-1,1,1,0,1,0,35,0,55,0,0,6,12345
2,-1,5,5,4,-1,2,0,0,0,0,3,0,25,1,0,-1,12345
1,-1,5,5,4,-1,2,0,0,0,0,13,0,25,1,1,5,12345
3,-1,5,5,4,-1,99,0,0,0,0,99,99,-1,1,0,-1,12345
1,-1,5,5,4,-1,99,0,0,1,0,99,99,-1,1,0,-1,12345
1,-1,5,5,4,180,1,1,0,1,0,3,0,25,0,0,6,12345
1,-1,5,5,5,-1,99,0,0,0,0,99,99,-1,1,0,-1,12345
1,-1,5,5,5,-1,99,0,2,0,0,99,99,-1,1,0,5,12345
1,-1,5,5,99,-1,1,1,0,0,0,5,0,25,0,0,6,12345
1,-1,5,6,4,-1,1,1,0,1,0,5,1,55,0,0,-1,12345
1,-1,5,6,4,-1,1,1,1,1,0,45,1,55,0,0,-1,12345
1,-1,5,6,5,-1,1,0,0,1,0,235,0,24,0,0,-1,12345
1,-1,5,6,15,-1,1,0,2,1,0,3,0,25,0,0,-1,12345
1,-1,5,7,3,-1,1,1,0,0,0,35,0,55,0,0,6,12345
1,-1,5,7,3,-1,1,1,0,0,0,35,98,25,0,0,4,12345
1,-1,5,7,3,-1,1,1,0,1,0,3,0,25,0,0,6,12345
1,-1,5,7,3,-1,1,1,0,1,0,5,0,55,0,0,6,12345
1,-1,5,7,3,-1,1,1,0,1,0,35,0,55,0,0,6,12345
1,-1,5,7,3,-1,99,0,0,1,0,99,99,-1,1,0,5,12345
1,-1,5,7,4,-1,1,1,0,0,0,15,0,55,0,0,6,12345
1,-1,5,7,4,-1,1,1,0,0,0,25,0,55,0,0,6,12345
1,-1,5,7,4,-1,1,1,0,0,1,98,0,55,0,0,7,12345
1,-1,5,7,4,-1,1,1,0,1,0,5,0,55,0,0,7,12345
1,-1,5,7,4,-1,1,1,0,1,0,35,98,55,0,0,5,12345
1,-1,5,7,4,-1,1,1,0,1,1,3,0,25,0,0,7,12345
1,-1,5,7,4,-1,1,1,3,1,1,35,0,55,0,0,7,12345
1,-1,5,7,4,-1,2,0,0,0,0,3,0,24,1,0,6,12345
1,-1,5,7,4,-1,2,0,0,0,0,5,0,25,1,0,6,12345
1,-1,5,7,99,-1,1,0,2,0,0,2,0,18,0,0,5,12345
1,-1,5,8,3,-1,1,0,1,1,0,1,1,55,0,0,9,12345
1,-1,5,8,4,-1,1,0,0,1,0,98,0,25,0,0,12,12345
1,-1,5,8,4,-1,1,1,2,1,0,3,0,25,0,0,12,12345
1,-1,5,8,13,-1,1,1,0,0,1,3,0,25,0,0,12,12345
1,-1,5,8,99,-1,1,1,1,1,0,5,0,25,0,0,11,12345
2,0,1,2,1,-1,99,0,0,0,0,99,99,-1,1,0,1,12345
1,0,1,2,1,-1,99,0,0,1,0,99,99,-1,1,0,1,12345
3,0,1,2,2,-1,99,0,0,0,0,99,99,-1,1,0,1,12345
4,0,1,2,2,-1,99,0,0,1,0,99,99,-1,1,0,1,12345
1,0,1,2,3,-1,99,0,0,0,0,3,0,-1,1,0,1,12345
3,0,1,2,3,-1,99,0,0,0,0,99,99,-1,1,0,1,12345
1,0,1,2,3,-1,99,0,0,0,1,99,99,-1,0,0,1,12345
2,0,1,2,3,-1,99,0,0,1,0,99,99,-1,1,0,1,12345
1,0,1,2,4,-1,2,0,0,0,0,3,0,-1,1,0,1,12345
1,0,1,2,4,-1,2,0,0,0,0,3,0,25,1,1,1,12345
1,0,1,2,4,-1,2,0,0,1,0,3,0,18,1,0,1,12345
4,0,1,2,4,-1,99,0,0,0,0,99,99,-1,1,0,1,12345
1,0,1,2,4,-1,99,0,0,1,0,99,99,-1,0,0,1,12345
4,0,1,2,4,-1,99,0,0,1,0,99,99,-1,1,0,1,12345
1,0,1,2,5,-1,2,0,0,0,0,3,0,24,1,1,1,12345
1,0,1,2,5,-1,2,0,0,0,0,99,99,-1,1,0,1,12345
1,0,1,2,5,-1,2,0,0,1,0,3,0,18,1,0,1,12345
1,0,1,2,5,-1,2,0,0,1,0,3,0,25,1,0,1,12345
15,0,1,2,5,-1,3,0,0,0,0,3,0,-1,0,0,1,12345
2,0,1,2,5,-1,3,0,0,0,0,5,0,-1,0,0,1,12345
1,0,1,2,5,-1,3,0,0,0,0,5,1,-1,0,0,1,12345
1,0,1,2,5,-1,3,0,0,0,0,35,0,-1,0,0,1,12345
1,0,1,2,5,-1,99,0,0,0,0,3,0,-1,1,0,1,12345
23,0,1,2,5,-1,99,0,0,0,0,99,99,-1,0,0,1,12345
6,0,1,2,5,-1,99,0,0,0,0,99,99,-1,1,0,1,12345
1,0,1,2,5,-1,99,0,0,0,1,99,99,-1,0,0,1,12345
3,0,1,2,5,-1,99,0,0,1,0,99,99,-1,1,0,1,12345
1,0,1,2,5,-1,99,0,2,0,0,99,99,-1,1,0,1,12345
1,0,1,2,5,30,3,0,0,0,0,3,0,-1,0,0,1,12345
1,0,1,2,5,30,3,0,0,0,0,35,0,-1,0,0,1,12345
1,0,1,2,5,60,99,0,0,0,0,99,99,-1,0,0,1,12345
1,0,1,2,6,-1,99,0,0,0,0,99,99,-1,0,0,1,12345
1,0,1,2,6,-1,99,0,0,1,0,99,99,-1,1,0,1,12345
1,0,1,2,7,-1,3,0,0,0,0,3,0,-1,0,0,1,12345
1,0,1,2,7,-1,3,0,0,0,0,35,0,-1,0,0,1,12345
2,0,1,2,7,-1,99,0,0,0,0,99,99,-1,0,0,1,12345
1,0,1,2,8,-1,3,0,0,0,0,5,0,-1,0,0,1,12345
2,0,1,2,8,-1,99,0,0,0,0,99,99,-1,0,0,1,12345
1,0,1,2,9,-1,3,0,0,0,0,3,0,-1,0,0,1,12345
1,0,1,2,9,-1,3,0,0,0,0,35,0,-1,0,0,1,12345
1,0,1,2,9,-1,99,0,0,0,0,99,99,-1,0,0,1,12345
1,0,1,2,9,-1,99,0,0,0,0,99,99,-1,1,0,1,12345
2,0,1,2,10,-1,99,0,0,1,0,99,99,-1,1,0,1,12345
1,0,1,2,11,-1,3,0,0,0,0,35,0,-1,0,0,1,12345
2,0,1,2,11,-1,99,0,0,0,0,99,99,-1,0,0,1,12345
4,0,1,2,11,-1,99,0,0,0,0,99,99,-1,1,0,1,12345
3,0,1,2,11,-1,99,0,0,1,0,99,99,-1,1,0,1,12345
1,0,1,2,13,-1,2,0,0,0,0,3,0,18,1,0,1,12345
1,0,1,2,13,-1,2,0,0,0,0,3,0,24,1,1,1,12345
1,0,1,2,13,-1,2,0,0,0,0,35,0,25,1,1,1,12345
1,0,1,2,13,-1,3,0,0,0,0,3,0,-1,0,0,1,12345
1,0,1,2,13,-1,3,0,0,0,0,35,0,-1,0,0,1,12345
1,0,1,2,13,-1,99,0,0,0,0,99,99,-1,0,0,1,12345
1,0,1,2,13,-1,99,0,0,0,0,99,99,-1,1,0,1,12345
2,0,1,2,13,-1,99,0,0,1,0,99,99,-1,1,0,1,12345
1,0,1,2,13,30,3,0,0,0,0,3,0,-1,0,0,1,12345
1,0,1,2,14,-1,2,0,0,1,0,3,0,25,1,1,1,12345
1,0,1,2,14,-1,99,0,0,0,0,99,99,-1,0,0,1,12345
1,0,1,2,14,-1,99,0,0,0,0,99,99,-1,1,0,1,12345
1,0,1,2,14,-1,99,0,0,1,0,99,99,-1,1,0,1,12345
1,0,1,2,99,-1,1,0,0,0,0,14,0,25,0,0,1,12345
1,0,1,2,99,-1,2,0,0,0,0,3,0,25,1,0,1,12345
11,0,1,2,99,-1,3,0,0,0,0,3,0,-1,0,0,1,12345
1,0,1,2,99,-1,3,0,2,0,0,3,0,-1,0,0,1,12345
1,0,1,2,99,-1,99,0,0,0,0,3,0,-1,1,0,1,12345
5,0,1,2,99,-1,99,0,0,0,0,99,99,-1,0,0,1,12345
2,0,1,2,99,-1,99,0,0,0,0,99,99,-1,1,0,1,12345
2,0,1,2,99,-1,99,0,0,1,0,99,99,-1,1,0,1,12345
1,0,1,2,99,-1,99,0,3,1,0,1245,98,-1,1,0,1,12345
1,0,1,2,99,90,99,0,0,0,0,99,99,-1,0,0,1,12345
1,0,1,5,1,-1,99,0,0,1,0,99,99,-1,1,0,-1,12345
1,0,1,5,3,-1,2,0,0,0,0,3,0,25,1,1,-1,12345
1,0,1,5,3,-1,2,0,0,1,0,5,0,25,1,0,-1,12345
3,0,1,5,3,-1,99,0,0,0,0,99,99,-1,1,0,-1,12345
3,0,1,5,3,-1,99,0,0,0,0,99,99,-1,1,0,4,12345
1,0,1,5,3,-1,99,0,0,0,1,99,99,-1,1,0,-1,12345
1,0,1,5,3,-1,99,0,0,1,1,99,99,-1,1,0,4,12345
1,0,1,5,4,-1,2,0,0,0,0,3,0,25,1,0,4,12345
1,0,1,5,4,-1,2,0,0,1,0,3,0,25,1,0,4,12345
1,0,1,5,4,-1,2,0,0,1,0,3,0,25,1,1,4,12345
1,0,1,5,4,-1,2,0,0,1,0,5,0,25,1,0,4,12345
1,0,1,5,4,-1,99,0,0,0,0,99,99,-1,1,0,-1,12345
1,0,1,5,5,-1,2,0,0,0,0,3,0,25,1,0,-1,12345
1,0,1,7,5,-1,99,0,1,1,0,3,0,-1,1,0,4,12345
1,0,2,2,1,-1,99,0,0,0,0,99,99,-1,0,0,1,12345
1,0,2,2,5,-1,3,0,0,0,0,5,0,-1,0,0,1,12345
2,0,2,2,5,-1,99,0,0,0,0,99,99,-1,0,0,1,12345
2,0,2,2,7,-1,3,0,0,0,0,3,0,-1,0,0,1,12345
1,0,2,2,7,-1,3,0,0,0,0,35,0,-1,0,0,1,12345
1,0,2,2,9,-1,3,0,0,0,0,35,0,-1,0,0,1,12345
1,0,2,2,11,-1,99,0,0,0,0,99,99,-1,0,0,1,12345
1,0,2,2,13,-1,3,0,0,0,0,3,0,-1,0,0,1,12345
2,0,2,2,99,-1,3,0,0,0,0,3,0,-1,0,0,1,12345
3,0,2,2,99,-1,99,0,0,0,0,99,99,-1,0,0,1,12345
1,0,3,2,5,-1,3,0,0,0,0,3,0,-1,0,0,1,12345
2,0,3,2,5,-1,99,0,0,0,0,99,99,-1,0,0,1,12345
1,0,3,2,6,-1,99,0,0,0,0,99,99,-1,0,0,1,12345
1,0,3,2,7,-1,3,0,0,0,0,5,0,-1,0,0,1,12345
1,0,3,2,7,-1,3,0,0,1,0,3,0,-1,0,0,1,12345
4,0,3,2,7,-1,99,0,0,0,0,99,99,-1,0,0,1,12345
1,0,3,2,9,-1,3,0,0,0,0,3,0,-1,0,0,1,12345
1,0,3,2,11,-1,3,0,0,0,0,3,0,-1,0,0,1,12345
1,0,3,2,99,-1,3,0,0,0,0,23,0,-1,0,0,1,12345
1,0,3,2,99,-1,99,0,0,0,0,99,99,-1,0,0,1,12345
1,0,4,2,5,-1,99,0,0,0,0,99,99,-1,0,0,1,12345
1,0,4,2,7,-1,3,0,2,0,0,3,0,-1,0,0,1,12345
1,0,4,2,11,-1,3,0,0,0,0,3,0,-1,0,0,1,12345
2,0,4,2,99,-1,99,0,0,0,0,99,99,-1,0,0,1,12345
2,0,5,2,5,-1,3,0,0,0,0,3,0,-1,0,0,1,12345
1,0,5,2,5,-1,3,0,0,0,1,3,0,-1,0,0,1,12345
3,0,5,2,5,-1,99,0,0,0,0,99,99,-1,0,0,1,12345
2,0,5,2,5,30,3,0,0,0,0,3,0,-1,0,0,1,12345
2,0,5,2,7,-1,3,0,0,0,0,3,0,-1,0,0,1,12345
1,0,5,2,9,-1,99,0,0,0,0,99,99,-1,0,0,1,12345
1,0,5,2,11,-1,3,0,0,0,0,3,0,-1,0,0,1,12345
1,0,5,2,13,-1,3,0,0,0,0,5,0,-1,0,0,1,12345
1,0,5,2,99,-1,3,0,0,0,0,3,0,-1,0,0,1,12345
1,0,5,2,99,-1,3,0,0,0,0,5,1,-1,0,0,1,12345
1,0,5,2,99,-1,99,0,0,0,0,3,0,-1,0,0,1,12345
2,0,5,2,99,-1,99,0,0,0,0,99,99,-1,0,0,1,12345
1,0,5,5,3,-1,2,0,0,0,0,35,0,25,1,1,5,12345
1,0,5,5,3,-1,99,0,0,0,0,99,99,-1,1,0,-1,12345
1,0,5,5,3,-1,99,0,2,0,0,99,99,-1,1,0,5,12345
1,0,5,5,4,-1,99,0,0,0,0,99,99,-1,1,0,-1,12345
